Year,Week,Temperature
2024,42,2.9
2024,43,0.7
2024,44,-1.9
2024,45,-3.1
2024,46,-7.1
2024,47,-8.7
2024,48,-8.0
2024,49,-9.0
2024,50,-9.9
2024,51,-7.8
2024,52,-7.1
2025,1,-8.4
2025,2,-5.0
2025,3,-9.4
2025,4,-6.3
2025,5,-6.0
2025,6,-6.8
2025,7,-1.5
2025,8,0.3
2025,9,5.5
2025,10,5.8
2025,11,4.7
2025,12,12.6
2025,13,13.5
2025,14,14.3
2025,15,14.8
2025,16,15.3
2025,17,18.4
2025,18,23.0
2025,19,26.1
2025,20,26.8
2025,21,23.8
2025,22,23.5
2025,23,26.6
2025,24,23.2
2025,25,27.5
2025,26,26.4
2025,27,25.4
2025,28,22.5
2025,29,25.8
2025,30,22.6
2025,31,20.0
2025,32,15.1
2025,33,19.0
2025,34,20.8
2025,35,18.6
2025,36,12.3
2025,37,9.8
2025,38,9.8
2025,39,4.7
2025,40,5.2
2025,41,4.0
2025,42,3.0
2025,43,-1.6
2025,44,-3.5
2025,45,-6.4
2025,46,-7.6
2025,47,-7.5
2025,48,-7.2
2025,49,-6.8
2025,50,-10.6
2025,51,-6.1
2025,52,-9.5
